Timestamp,DO,Voltage,Current,Battery
2024-01-04T10:00:00.000Z,,11.7,0.35,0.91
2024-01-04T10:05:00.000Z,,11.8,0.36,0.90
2024-01-04T10:10:00.000Z,,11.6,0.34,0.89
2024-01-04T10:15:00.000Z,,11.9,0.37,0.88
2024-01-04T10:20:00.000Z,,12.0,0.38,0.87
2024-01-04T10:25:00.000Z,,12.1,0.39,0.86
2024-01-04T10:30:00.000Z,,11.8,0.36,0.85
2024-01-04T10:35:00.000Z,,11.9,0.37,0.84
2024-01-04T10:40:00.000Z,,12.2,0.40,0.83
2024-01-04T10:45:00.000Z,,11.7,0.35,0.82
2024-01-04T10:50:00.000Z,,12.3,0.41,0.81
2024-01-04T10:55:00.000Z,,11.9,0.37,0.80
2024-01-04T11:00:00.000Z,,12.1,0.39,0.79
2024-01-04T11:05:00.000Z,,12.0,0.38,0.78
2024-01-04T11:10:00.000Z,,12.2,0.40,0.77
2024-01-04T11:15:00.000Z,,11.8,0.36,0.98
2024-01-04T11:20:00.000Z,,11.9,0.37,0.97
2024-01-04T11:25:00.000Z,,12.1,0.39,0.96
2024-01-04T11:30:00.000Z,,12.3,0.41,0.95
2024-01-04T11:35:00.000Z,,11.8,0.36,0.94
2025-07-04 14:18:13,12.260000000000002,0.5589999999999999,75.05
2025-07-04 14:18:18,12.29,0.5579999999999999,75.15
2025-07-04 14:18:23,12.36,0.506,75.44
2025-07-04 14:18:28,12.16,0.431,74.66
2025-07-04 14:18:33,12.379999999999999,0.48100000000000004,75.54
2025-07-04 14:18:38,12.34,0.489,75.34
2025-07-04 14:18:43,12.34,0.632,75.34
2025-07-04 14:18:48,12.260000000000002,0.6629999999999999,75.05
2025-07-04 14:18:53,12.29,0.452,75.15
2025-07-04 14:18:58,12.239999999999998,0.6679999999999999,74.95
2025-07-04 14:19:03,12.16,0.498,74.66
2025-07-04 14:19:08,12.239999999999998,0.599,74.95
2025-07-04 14:19:13,12.239999999999998,0.6559999999999999,74.95
2025-07-04 14:19:18,12.41,0.624,75.64
2025-07-04 14:19:23,12.190000000000001,0.618,74.76
2025-07-04 14:19:28,12.239999999999998,0.6509999999999999,74.95
2025-07-04 14:19:33,12.309999999999999,0.502,75.25
2025-07-04 14:19:38,12.36,0.48100000000000004,75.44
2025-07-04 14:19:43,12.34,0.636,75.34
2025-07-04 14:19:48,12.29,0.491,75.15
2025-07-04 14:20:03,12.239999999999998,0.556,74.95
2025-07-04 14:20:08,12.14,0.44,74.56
2025-07-04 14:20:13,12.239999999999998,0.561,74.95
2025-07-04 14:20:18,12.239999999999998,0.6759999999999999,74.95
2025-07-04 14:20:23,12.29,0.555,75.15
2025-07-04 14:20:28,12.379999999999999,0.557,75.54
2025-07-04 14:20:33,12.36,0.521,75.44
2025-07-04 14:20:38,12.190000000000001,0.434,74.76
2025-07-04 14:20:43,12.260000000000002,0.498,75.05
2025-07-04 14:20:48,12.239999999999998,0.628,74.95
2025-07-04 14:20:53,12.29,0.491,75.15
2025-07-04 14:20:58,12.239999999999998,0.523,74.95
2025-07-04 14:21:03,12.239999999999998,0.657,74.95
2025-07-04 14:21:08,12.09,0.41200000000000003,74.37
2025-07-04 14:21:13,12.239999999999998,0.635,74.95
2025-07-04 14:21:18,12.239999999999998,0.634,74.95
2025-07-04 14:21:23,12.14,0.49700000000000005,74.56
2025-07-04 14:21:28,12.14,0.62,74.56
2025-07-04 14:24:54,12.21,0.5479999999999999,74.85
2025-07-04 14:24:59,12.29,0.535,75.15
2025-07-04 14:25:04,12.34,0.524,75.34
2025-07-04 14:25:09,12.21,0.41700000000000004,74.85
2025-07-04 14:25:14,12.41,0.43,75.64
2025-07-04 14:25:19,12.29,0.47,75.15
2025-07-04 14:25:24,12.21,0.6759999999999999,74.85
2025-07-04 14:25:29,12.190000000000001,0.6990000000000001,74.76
2025-07-04 14:25:34,12.260000000000002,0.478,75.05
