Timestamp,DO,Voltage,Current,Battery
2024-01-04T10:00:00.000Z,7.1,12.8,0.52,0.87
2024-01-04T10:05:00.000Z,7.3,12.9,0.54,0.86
2024-01-04T10:10:00.000Z,7.0,12.7,0.51,0.85
2024-01-04T10:15:00.000Z,7.2,12.8,0.53,0.84
2024-01-04T10:20:00.000Z,7.4,13.0,0.55,0.83
2024-01-04T10:25:00.000Z,7.6,13.1,0.57,0.82
2024-01-04T10:30:00.000Z,7.2,12.8,0.52,0.81
2024-01-04T10:35:00.000Z,7.5,13.0,0.56,0.80
2024-01-04T10:40:00.000Z,7.7,13.2,0.58,0.79
2024-01-04T10:45:00.000Z,7.3,12.9,0.54,0.78
2024-01-04T10:50:00.000Z,7.8,13.3,0.59,0.77
2024-01-04T10:55:00.000Z,7.4,13.0,0.55,0.76
2024-01-04T11:00:00.000Z,7.6,13.1,0.57,0.75
2024-01-04T11:05:00.000Z,7.5,13.0,0.56,0.96
2024-01-04T11:10:00.000Z,7.7,13.2,0.58,0.95
2024-01-04T11:15:00.000Z,7.2,12.8,0.53,0.94
2024-01-04T11:20:00.000Z,7.4,13.0,0.55,0.93
2024-01-04T11:25:00.000Z,7.6,13.1,0.57,0.92
2024-01-04T11:30:00.000Z,7.8,13.3,0.59,0.91
2024-01-04T11:35:00.000Z,7.3,12.9,0.54,0.90
2025-07-04 14:18:32,2.317,12.100000000000001,0.80525,64.42
2025-07-04 14:18:42,2.317,12.100000000000001,0.804,64.42
2025-07-04 14:18:52,2.285,12.3,0.7990999999999999,65.2
2025-07-04 14:18:57,2.343,12.3,0.79545,65.2
2025-07-04 14:19:02,2.285,12.3,0.80155,65.2
2025-07-04 14:19:07,2.317,12.25,0.80035,65
2025-07-04 14:19:13,2.285,12.25,0.80155,65
2025-07-04 14:19:28,2.253,12.3,0.804,65.2
2025-07-04 14:19:53,2.221,12.3,0.80155,65.2
2025-07-04 14:20:08,2.221,12.23,0.8028,64.91
2025-07-04 14:20:18,2.189,12.18,0.804,64.71
2025-07-04 14:20:32,2.317,12.129999999999999,0.80525,64.52
2025-07-04 14:20:37,2.285,12.32,0.80155,65.3
2025-07-04 14:20:48,2.285,12.25,0.80155,65
2025-07-04 14:21:03,2.285,12.25,0.80155,65
2025-07-04 14:21:23,2.253,12.23,0.80155,64.91
2025-07-04 14:21:33,2.285,12.3,0.80525,65.2
2025-07-04 14:24:53,2.189,12.2,0.7990999999999999,64.81
2025-07-04 14:25:13,2.189,12.149999999999999,0.80035,64.61
2025-07-04 14:25:23,2.221,12.350000000000001,0.80645,65.4
2025-07-04 14:25:28,2.221,12.18,0.80525,64.71
2025-07-04 14:25:38,2.285,12.280000000000001,0.80155,65.1
2025-07-04 14:25:58,2.189,12.23,0.80155,64.91
2025-07-04 14:26:03,2.189,12.129999999999999,0.7990999999999999,64.52
2025-07-04 14:26:08,2.253,12.350000000000001,0.80645,65.4
2025-07-04 14:26:13,2.253,12.129999999999999,0.804,64.52
2025-07-04 14:26:18,2.253,12.18,0.7979,64.71
2025-07-04 14:26:23,2.253,12.280000000000001,0.8028,65.1
