Timestamp,DO,Voltage,Current,Battery
2024-01-04T10:00:00.000Z,5.8,11.9,0.38,0.93
2024-01-04T10:05:00.000Z,6.0,12.1,0.40,0.92
2024-01-04T10:10:00.000Z,5.9,12.0,0.39,0.91
2024-01-04T10:15:00.000Z,6.1,12.2,0.41,0.90
2024-01-04T10:20:00.000Z,6.3,12.4,0.43,0.89
2024-01-04T10:25:00.000Z,6.5,12.3,0.44,0.88
2024-01-04T10:30:00.000Z,6.2,12.1,0.42,0.87
2024-01-04T10:35:00.000Z,6.4,12.2,0.43,0.86
2024-01-04T10:40:00.000Z,6.6,12.5,0.45,0.85
2024-01-04T10:45:00.000Z,6.1,12.0,0.40,0.84
2024-01-04T10:50:00.000Z,6.7,12.6,0.47,0.83
2024-01-04T10:55:00.000Z,6.3,12.2,0.42,0.82
2024-01-04T11:00:00.000Z,6.5,12.4,0.44,0.81
2024-01-04T11:05:00.000Z,6.4,12.3,0.43,0.80
2024-01-04T11:10:00.000Z,6.6,12.5,0.45,0.79
2024-01-04T11:15:00.000Z,6.1,12.0,0.40,0.95
2024-01-04T11:20:00.000Z,6.3,12.2,0.42,0.94
2024-01-04T11:25:00.000Z,6.5,12.4,0.44,0.93
2024-01-04T11:30:00.000Z,6.7,12.6,0.46,0.92
2024-01-04T11:35:00.000Z,6.2,12.1,0.41,0.91
2025-07-04 14:18:11,7.86,12.079999999999998,0.81255,64.32
2025-07-04 14:18:21,7.94,12.100000000000001,0.8101,64.42
2025-07-04 14:18:27,8.1,12.100000000000001,0.815,64.42
2025-07-04 14:18:31,8.6475,11.91,0.81625,63.63999999999999
2025-07-04 14:19:06,8.567499999999999,11.88,0.8210999999999999,63.54
2025-07-04 14:19:22,8.6475,12.059999999999999,0.81255,64.22
2025-07-04 14:19:38,8.807500000000001,12.030000000000001,0.80155,64.13
2025-07-04 14:19:42,8.4225,12.100000000000001,0.815,64.42
2025-07-04 14:19:46,8.7275,11.88,0.8089,63.54
2025-07-04 14:20:12,8.8875,12.059999999999999,0.80765,64.22
2025-07-04 14:20:16,9.1925,11.91,0.8138,63.63999999999999
2025-07-04 14:20:22,8.567499999999999,12.129999999999999,0.8101,64.52
2025-07-04 14:20:31,8.502500000000001,11.84,0.81745,63.34000000000001
2025-07-04 14:20:37,8.502500000000001,12.059999999999999,0.8089,64.22
2025-07-04 14:21:11,8.807500000000001,12.079999999999998,0.8028,64.32
2025-07-04 14:21:22,8.8875,12.030000000000001,0.8138,64.13
2025-07-04 14:21:27,8.4225,11.96,0.815,63.83
2025-07-04 14:21:32,8.342500000000001,12.059999999999999,0.8138,64.22
2025-07-04 14:25:03,9.595,12.129999999999999,0.8101,64.52
2025-07-04 14:25:07,9.595,12.010000000000002,0.80765,64.03
2025-07-04 14:25:12,9.755,11.93,0.8138,63.73
2025-07-04 14:25:27,9.13,12.100000000000001,0.815,64.42
2025-07-04 14:25:32,9.275,11.81,0.8210999999999999,63.24999999999999
2025-07-04 14:25:37,9.355,12.030000000000001,0.8089,64.13
2025-07-04 14:25:42,8.8875,11.91,0.80765,63.63999999999999
2025-07-04 14:25:57,8.8875,11.98,0.81625,63.93
2025-07-04 14:26:02,9.275,12.079999999999998,0.7990999999999999,64.32
2025-07-04 14:26:27,9.1925,11.79,0.815,63.14999999999999
2025-07-04 14:26:37,9.515,11.98,0.8138,63.93
